V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,Class
43159,396821,425333,409231,432872,461744,407282,462462,421333,424103,422923,428615,465231,439282,0
431026,396872,424513,408923,432718,461744,407641,46241,42159,423949,422462,428154,464718,438769,0
431128,396923,425385,409128,432821,461846,407949,462564,421641,423795,422359,428154,464513,438667,0
431538,397128,426667,409846,432821,461692,407487,4620,420718,423487,422154,428359,46441,438923,0
43159,397333,426769,4100,432667,461436,407077,46159,420564,423641,422205,428821,464462,439436,0
430872,396974,426667,40959,432718,461179,407026,462103,421385,423436,422256,429026,464154,439128,0
430103,396513,426667,409487,433077,46159,407538,463077,422359,42359,421897,428974,46359,438256,0
430256,396718,426359,409692,433436,462769,408205,464103,423641,425179,422154,428974,463795,4380,0
43041,397385,426154,409487,433692,463179,407949,464256,424256,426205,422615,428564,464615,437949,0
430308,397487,426205,409641,434103,463231,40759,463487,423641,425692,422667,427846,464821,438051,0
430564,397179,426359,410205,4340,463231,407744,463179,422872,425641,422513,428154,464872,438718,0
430615,397385,426513,410359,433385,462462,407487,463128,422667,425949,422615,428462,465282,438718,0
430205,397538,426359,410308,433231,461538,407333,462769,422462,424974,422462,427795,464718,43759,0
429641,396718,425795,410051,433333,461641,407641,462308,42159,423641,421641,427846,463538,437077,0
429231,396513,425897,410051,433538,462359,407436,461949,420718,42359,421026,428462,463077,437231,0
429385,397179,426359,410359,4340,462513,407128,462205,420974,423949,421026,42841,463128,437282,0
429846,396974,42559,410103,433846,462308,407436,462872,422359,423897,421231,428103,462974,437179,0
429487,396718,424308,409538,433385,462308,407282,462923,422564,424051,421179,427744,462923,436769,0
429026,397385,424308,410051,433744,462615,406615,462308,421128,424051,420872,427077,463077,436462,0
429333,397692,424769,410923,434205,462821,406667,461487,420308,423538,420718,426769,463179,436667,0
429385,397282,424667,410513,433897,462513,407231,461282,421282,423795,420974,427231,463231,437077,0
429026,397282,425436,410256,433333,461949,407385,462308,422308,42441,421231,427744,463128,437077,0
428769,397231,426462,410308,432769,461692,407538,462615,421744,423641,420769,427641,462513,436154,0
428564,396615,425949,409846,432462,461949,407897,461692,420154,422462,420103,427128,461846,435385,0
428154,396051,424769,409179,432667,461795,40759,461128,419487,422154,419538,426667,461487,435179,0
427692,395744,424564,408974,433077,461385,406974,461282,420256,422308,419179,426308,461179,434769,0
427282,395692,424718,409385,433333,461231,406769,461641,421179,422769,4200,426308,461231,434564,0
427282,396103,42441,4100,433641,461538,406821,462308,421231,423026,420308,426718,461846,435026,0
427795,396359,424769,41041,4340,461897,407128,463077,421692,423179,419846,427385,462462,435744,0
428564,39641,425846,410513,434154,461795,406974,462923,421846,423538,420615,427846,462718,436667,0
428923,396872,42641,410564,4340,461487,406615,462462,421385,4240,422103,428103,463282,437641,0
428769,397179,426359,410821,433692,461795,407077,462718,421538,424103,422564,428615,463744,43759,0
429026,397231,426308,411026,433487,46241,407538,462923,421641,423692,421795,428718,463538,436974,0
429179,396821,426359,410667,433538,462359,407231,46241,421333,423128,421026,428051,462872,43641,0
428615,396051,426154,409949,433538,462564,407487,462462,421641,423077,420205,427538,461846,435846,0
428256,395949,426103,4100,433231,463179,407949,463282,42241,42359,420205,427692,46159,4360,0
428718,397026,426359,410718,433897,463231,407692,4640,423179,42441,421231,428103,462821,436821,0
428872,397692,425949,410923,434821,463077,407641,464667,424154,425077,42159,428051,463487,436615,0
427897,396769,424923,410564,434308,462718,407128,464359,4240,424821,421077,427026,462821,435641,0
427179,396103,424513,410513,43359,461846,4060,462564,422256,424256,421282,426769,462923,435641,0
427385,395949,424821,410615,433744,461846,406103,461641,421385,424256,421744,427744,463385,436051,0
427487,395128,424872,410103,433487,462359,407128,462462,421436,424103,421077,427744,462615,435692,0
427077,394615,424974,409795,432821,461949,407077,462256,421026,423385,420154,427077,461538,435231,0
427282,395897,425026,410103,433231,461795,406718,461436,421179,422923,420051,427282,461385,435333,0
428205,397692,424769,411026,433846,462256,406974,462205,422103,423128,420256,427231,461641,435641,0
428923,398359,425333,411949,4340,462256,406974,463128,422462,423744,420718,427128,462051,436051,0
42959,398821,426308,411897,434154,46241,406615,462513,422205,42441,421179,427692,462821,43641,0
429333,399538,426308,411641,434359,462821,40641,4620,422103,42441,421231,427949,463282,436308,0
428051,398769,425744,411538,434205,46241,406513,462462,421795,423385,420769,427333,462103,435128,0
427744,397385,425897,411231,433846,4620,406769,462205,420821,422462,419795,426821,460564,434256,0
428103,397436,426359,410923,433795,462205,406872,461436,419692,421795,419282,426769,460513,43441,0
427744,397795,426103,410974,43359,461949,406462,461231,419846,421385,419333,426769,460667,434462,0
427487,397128,425128,410667,433641,461487,406103,460872,420513,42159,419077,426564,460103,434308,0
428256,397077,424718,410872,433949,46159,406205,460615,419897,421795,418974,426051,460359,434308,0
428308,398051,424923,4120,433641,461949,406462,460718,419744,421897,419692,426154,460923,434205,0
428103,398923,425026,412256,433641,462308,406923,46159,421744,423077,420872,427026,461538,434769,0
428923,399795,425179,412205,43441,462667,407231,462821,422667,42441,421487,427692,462821,435846,0
429231,4000,425282,412462,434615,462923,406923,462667,421282,4240,421538,427077,463128,435795,0
428359,399436,425026,411897,434256,463128,406769,461538,420308,422923,421179,426051,461949,434923,0
427949,398615,424667,411026,434256,462821,406923,461385,420769,422769,420872,426256,461385,434308,0
428154,3980,424872,410821,434462,462051,406769,4620,421538,423282,420615,426769,461538,433949,0
427744,397795,424667,410462,434256,462103,406462,461487,421179,423026,420051,426256,460923,433641,0
426821,397179,423744,409333,433795,462256,406205,460564,420308,422051,419179,425231,459897,433026,0
426769,396513,423026,408872,433333,461744,40641,46041,420051,421949,418974,425487,459744,433231,0
427692,396923,423231,409744,433436,46159,406564,461385,42041,422308,4200,426256,460154,434051,0
428256,397949,423487,410103,433692,461846,406103,4620,420872,422205,420513,426103,460359,43441,0
428205,398256,423282,409385,43359,461897,405744,461692,420974,422154,419846,425641,46041,434256,0
4280,397795,423385,408821,433333,46241,406615,461641,420615,422359,419846,4260,460615,434256,0
428308,39759,424051,409128,433487,463077,407385,461949,420923,422615,421077,426769,461179,434872,0
429026,397641,424821,409282,433949,462718,406974,461795,421179,423231,42159,426923,461538,435385,0
429436,397846,424821,409231,433949,462051,406718,461385,421026,423385,421179,426821,461333,435077,0
429436,39841,424564,40959,433846,462256,406974,461538,421538,423026,420923,427077,460974,434923,0
429128,399128,424769,410051,434359,462103,406923,461744,421795,423231,420718,427026,460923,435385,0
428564,399026,424667,41041,434667,461385,406564,461385,420256,423077,4200,426308,460615,434718,0
428051,398718,424359,410256,434564,461641,406615,460667,418718,421846,41959,426051,460051,4340,0
428154,399128,424615,410205,434821,462821,406974,460718,419538,421538,420205,426615,460513,435026,0
428564,399282,424923,410205,434923,463179,407282,461436,421282,422872,421179,427128,461641,435692,0
428821,398923,424821,409487,434667,462769,407282,461949,421846,423795,421744,427077,462308,435538,0
429282,399385,425077,409333,434718,463026,407179,462513,422205,423949,422308,427333,462718,436205,0
429641,399795,425436,410103,434513,463128,406974,463026,422872,424513,422615,428051,463077,436923,0
429385,39959,425128,410359,434256,462513,406359,462615,422769,424615,422103,427795,462718,436205,0
428923,399641,424718,410051,434564,462462,406205,46159,421231,423487,421231,426615,461897,435231,0
429026,399538,424564,410205,434615,462974,40641,461077,420462,422667,420667,426308,461436,435385,0
429538,399179,425026,410256,43441,462974,406103,461179,421077,423128,420564,427026,461077,435744,0
42959,399436,42559,410256,434872,462974,405641,461385,421231,423282,420667,427026,461077,435538,0
429128,399436,425538,410462,434872,463333,405641,461282,420718,422667,420513,426513,461128,434872,0
428718,398769,424974,409897,434103,462718,405538,460821,420308,422308,419744,425949,460205,434205,0
428462,398256,424564,409231,433949,46159,405846,461333,420564,422359,419436,425846,45959,43441,0
428359,398205,424667,409077,434359,461846,406872,462308,421077,422718,420462,426615,460615,435333,0
428513,398359,424821,408974,434462,462308,406974,461949,420872,422872,421333,427333,461487,435744,0
428718,398923,424974,409231,434513,461795,40641,461077,42041,422513,421077,427026,461077,435282,0
428205,399077,424923,409436,434667,4620,406462,461333,420769,422462,420615,42641,460821,434667,0
427487,398974,424769,409436,434615,463179,407128,461846,421385,423077,420462,426462,461128,434564,0
427692,399231,424769,409436,434462,463333,407231,461949,421179,423538,420462,426513,461026,434564,0
427692,398821,424564,409179,434051,462667,406923,462154,420718,423282,420872,426308,461026,434359,0
427179,398462,424513,408974,434103,462513,406769,462205,420769,423385,421128,426513,461744,434872,0
427436,399538,424718,409897,435026,462821,406872,462462,421026,423846,421179,426974,4620,435231,0
427949,400513,424564,410513,435333,463128,406974,462462,421179,423744,421128,427026,461231,43441,0
427744,399949,424154,409949,434923,462974,406513,461692,421179,423333,420564,426615,460564,434103,0
42759,399487,424462,4100,434923,462615,406154,461897,421744,423385,420256,42641,460872,435077,0
428359,399795,424923,410667,435077,462974,406974,462615,422308,423692,420667,426564,461436,43559,0
428564,399641,424718,4100,434769,46359,407897,462308,422205,424256,421128,427026,461487,435128,0
427744,398615,424615,409026,43441,463692,408103,462359,42241,424615,421077,426974,461333,434872,0
427282,398051,424872,409077,43441,463487,408308,463077,422513,424359,421077,426718,461231,434821,0
427487,398359,424821,409077,43441,463333,408513,462718,42159,423897,421026,426974,461077,434769,0
427641,398513,424564,408872,434205,462821,407538,462359,421487,423795,420615,427231,460718,434872,0
427846,397897,424769,408974,433897,461949,406513,462769,422256,423846,420564,427128,461026,434718,0
427641,397077,424974,408974,433436,461179,406513,462154,421333,422974,420564,426923,461128,433949,0
427128,397128,424821,408974,433231,461179,406564,460667,419026,421846,419949,426513,460462,433795,0
427179,397795,424718,409026,433846,461487,4060,460256,418615,421744,41959,426256,460462,434359,0
427385,3980,424821,409026,434205,461692,405846,460769,420103,422103,419744,426308,460718,434308,0
426923,397846,424821,409026,433487,462205,405846,460769,420256,422051,419692,426359,46041,433795,0
42641,398205,424359,409077,433179,462359,40559,460513,419385,421795,419231,425897,459846,433744,0
426615,399026,423692,409231,434205,461949,405538,460872,4200,421949,419231,425692,460308,433744,0
42641,399436,423282,409487,434821,4620,405538,461538,421179,42241,419487,425897,460821,433282,0
425385,399333,423128,409487,434564,462615,405385,461846,421077,422564,419641,425692,460462,432667,0
425026,399385,423128,409744,434462,46241,405949,462308,421487,422821,419897,425436,460308,432718,0
425385,399641,423282,410359,434667,461692,406513,462462,422103,423795,420205,4260,460923,432923,0
425487,399487,423436,410256,434359,461641,406051,461897,421487,423949,420154,426615,461128,432667,0
424769,398615,423231,409385,433744,461897,4060,461077,419949,422359,419077,426154,460051,431846,0
42441,3980,422974,409077,43359,461641,40641,460256,41841,421179,418359,425282,458923,431538,0
424974,398769,423179,409436,433744,461385,406256,459692,417846,420821,418615,425179,458769,432205,0
42559,398718,423949,409385,43359,461641,406051,460154,418359,420513,418359,425436,458821,432154,0
425231,396872,424462,408872,433333,461692,406205,461128,419385,421231,418256,425846,458615,431641,0
425333,396923,424974,409179,433641,461385,406051,461436,419846,422154,418615,4260,45841,432205,0
427128,399692,42559,410462,434103,461385,405744,460923,41959,421487,418308,426103,458205,433179,0
42841,401231,425487,411026,433692,461077,405385,460513,419077,420872,4180,426154,457949,433231,0
428872,401538,425538,411128,433282,460667,405128,460359,418923,421333,41841,426154,4580,433385,0
429641,402513,426103,411846,433231,460718,405487,460308,418615,420872,418359,426205,458051,43441,0
430564,403641,426308,412462,433692,461179,40559,460154,417744,420103,41841,426308,458308,435231,0
43159,404718,426256,412821,43441,461333,405128,460103,418103,420974,419436,427077,459231,435487,0
431487,404974,426103,412923,434513,461538,405128,460256,418872,421487,419128,426718,459744,434667,0
428974,403846,424564,412308,4340,461949,405538,460051,418205,4200,417436,424872,458359,432821,0
427231,403385,423077,411846,434103,461949,40559,459744,418051,419487,416718,424154,457026,432051,0
427897,404103,424051,412154,43441,461897,40559,46041,419846,420974,417641,425179,457282,432513,0
427385,403795,424718,412256,434256,462154,406256,461949,421128,421795,418051,425538,457231,43159,0
425231,402718,42359,411949,434205,462564,406974,462821,421077,421692,417179,424923,456615,430308,0
425077,402667,423538,412103,43441,462718,406872,462513,421128,422308,417436,425487,457282,431487,0
426308,403641,424974,412308,43441,462615,406872,462462,420462,422769,41841,426564,458462,43241,0
425949,402513,425231,411744,433692,462718,407385,462513,419744,422205,4180,426564,457949,430923,0
424821,400205,424308,410923,433179,462667,407538,462103,419641,421538,417231,4260,456667,429949,0
424872,400615,424205,410769,433026,462359,406667,461077,418821,420615,416974,425641,456256,430615,0
4260,402615,424513,411179,432974,461795,405641,459795,417538,419538,41641,425026,455949,430667,0
427128,40359,424615,412308,433385,461333,405077,459026,417231,419026,415795,42441,455333,430564,0
428205,404564,425077,413641,434051,461026,404718,459385,417949,419026,416154,425026,455487,432103,0
429179,405846,425897,4140,43441,461231,404667,460256,418769,419385,416667,426051,45641,433128,0
429179,405949,4260,413897,434718,461641,404513,460359,418308,419692,416769,426205,456718,432308,0
428615,405538,425179,414051,434821,461949,404564,460308,418051,419846,416872,425949,456564,431538,0
428051,405077,424821,413949,434103,462103,405487,461128,419026,419641,416564,42559,456256,431231,0
427385,404564,424872,413795,433487,462103,405795,461026,418359,419026,415949,425179,455641,430667,0
427179,405026,425026,414205,433846,461641,405179,4600,417333,418718,4160,425282,455641,430923,0
42759,405385,424974,414359,434359,461487,405385,4600,418154,419282,416872,425846,456256,431487,0
426308,404615,424154,413846,434359,461692,406103,460154,417744,419128,416667,425436,455949,430359,0
424513,403795,423077,413538,434051,461641,40559,459385,416769,418205,415692,424308,455077,428872,0
42441,403949,423077,413641,434256,461385,404615,459333,417641,418513,415744,4240,454821,428667,0
424051,403795,422718,413179,434564,461179,404718,459897,4180,419026,415692,423897,454308,428103,0
422564,402872,421744,41241,434103,461333,405179,459795,416872,418103,414769,42359,453179,427128,0
422154,402308,42159,412205,433077,461333,405026,459744,416718,41759,414359,423333,452872,426718,0
422154,402205,421744,412308,432769,460923,404821,460308,417692,417897,414615,423026,452974,426667,0
421846,402256,421538,411949,433179,461179,405641,460821,418051,417846,414667,423026,452615,426718,0
422513,40241,421641,411282,433179,461795,406513,460462,417077,417641,414872,423487,452821,427077,0
423077,401897,421744,410821,432513,461436,406256,459436,415846,417385,414769,423692,453282,427231,0
422974,401436,421744,410462,43241,461077,405744,459487,416462,417026,414359,423385,452923,427231,0
423692,4020,422462,410564,433128,461436,405744,460769,417897,417641,415026,423692,452872,427949,0
424359,402462,423026,410821,433538,461231,405949,461128,418051,418718,416051,424718,453641,428667,0
424462,402359,423077,410769,433333,460872,405692,460564,417744,419128,416462,425179,454564,428974,0
42441,402103,422821,410513,433436,460923,405487,460821,418359,419487,416667,425077,455026,429026,0
424154,40159,422256,410103,433282,460769,405538,461385,419128,419641,416513,424359,454872,428256,0
423128,400821,421538,409333,432513,460564,405436,461026,418462,418769,415641,423231,453897,427026,0
42241,400308,421026,408667,43241,460667,405231,460667,417692,417795,414923,422821,452974,426718,0
422051,400667,420769,408974,432974,461026,405077,460359,417385,417744,414718,423231,453077,426974,0
421487,400923,420256,409026,432872,461026,405231,459744,416513,417744,414359,422974,453026,426564,0
42159,400821,420103,408769,432718,460872,405385,459538,416154,417282,41441,422256,452513,426718,0
422103,401538,420667,409538,433538,461077,405282,45959,416821,417487,414872,422564,453179,427692,0
422359,402769,420667,410615,434154,461641,405436,459795,417641,418513,415333,423077,454564,4280,0
4220,402821,420256,410872,4340,461846,405846,460359,418154,418974,415744,422667,454923,427487,0
421487,401949,420718,410564,433487,461846,406256,460923,417949,418615,416051,422564,454256,426872,0
421641,401436,421128,410205,433282,4620,406205,460974,418051,418769,415846,423231,454308,427128,0
42159,401179,420615,4100,433385,4620,406051,460769,418821,419538,415949,423231,454872,427897,0
421538,40159,420974,410359,433487,462308,406154,460974,418923,419949,416308,422872,455128,428256,0
422154,402154,421795,410769,433333,462256,406256,461026,418154,419846,41641,423538,454923,428308,0
422872,402308,421538,410513,433026,461487,405846,460513,4180,419538,416308,423949,454821,428462,0
422974,402769,421436,410513,43359,461385,405385,46041,418872,419846,416359,423692,45559,428718,0
423641,403282,422205,410923,434462,461795,405385,460923,419077,420154,416564,424103,455692,429128,0
424513,403282,422769,411282,434718,461744,405436,460821,418051,420103,416667,424615,455282,429487,0
424205,403231,422872,411077,434667,461897,405744,460308,417641,419846,416359,424359,455538,429385,0
424103,403128,422923,410923,434564,462513,406564,460513,418923,419795,416205,424308,455795,429692,0
424205,402564,423026,411128,434462,462718,406821,461179,419692,420103,416821,424769,455487,430051,0
424154,402615,423026,411385,434359,462615,406154,461333,418974,420359,417333,424821,455795,42959,0
424308,403282,423026,411538,434513,462359,405282,461436,419436,421179,417282,424667,456564,429692,0
424256,402974,423231,411436,434359,462051,405385,4620,420769,422103,417795,424923,456615,430462,0
4240,402256,423282,411333,434051,462103,406308,462462,421026,422103,418462,425282,456718,430615,0
423744,402359,422564,411128,434103,462205,406769,4620,4200,421487,418308,425077,457128,430051,0
423231,402205,421641,410718,433949,461795,406564,460974,418615,420769,417487,423897,456462,429077,0
422513,401538,421538,410564,43359,461436,406205,460462,417949,419897,416615,422821,455179,427897,0
422103,401487,421385,410513,43359,461744,406051,460615,418256,419026,415897,422974,454615,427436,0
421538,401487,420359,409897,433487,461846,40559,460564,418462,418667,415436,423026,454308,427026,0
421077,400974,419744,409333,433179,461641,405026,4600,417231,417949,414769,4220,453692,426205,0
421282,401026,419949,409949,433179,461641,405179,459077,416103,417436,414308,421641,453744,426564,0
421744,401692,420513,410359,433282,461436,405538,458667,416615,418051,414718,422564,454359,427949,0
422974,402462,421333,410615,433744,461385,405333,459487,417795,419026,4160,423385,455179,429077,0
424205,403385,422359,411795,434564,461692,405179,460256,417949,419692,416821,423949,4560,429641,0
424769,403641,423077,412256,434513,461795,405436,460154,418256,4200,416872,424513,456462,430103,0
425128,403487,423436,411692,434051,462103,405692,460615,419538,42041,417282,424923,456769,430564,0
425333,404154,423436,411692,434308,462821,405744,461179,419436,420718,417846,424718,456923,430154,0
424821,404051,423026,411487,434103,462718,405897,461231,418974,420667,417231,423897,456462,429026,0
424205,402667,422667,410564,433333,461744,406051,461385,419487,420256,416462,423385,455641,428821,0
4240,402256,422103,410308,433231,46159,405846,460564,417846,419538,41641,423641,455128,429487,0
423641,402769,421692,410667,433128,461846,405436,458821,415641,418615,415949,423487,455077,429128,0
423026,402513,421641,410513,432872,461641,405846,458923,416872,418103,415385,422718,455077,428205,0
423077,402256,421744,410462,433026,461436,406256,46041,41841,418564,415538,422821,455128,428256,0
423077,402103,421641,410462,432872,461487,405641,460513,417538,418974,415897,423282,455026,428462,0
422667,401846,42159,410205,432462,461538,405744,459692,417333,418872,415949,423128,454923,428205,0
423077,402205,421897,410359,433128,46159,406256,45959,418103,418923,416462,423128,455487,428872,0
42359,402615,421949,410718,433641,461744,405795,4600,418051,419128,416769,423436,455846,429641,0
422872,402154,421333,410615,433231,461795,405385,460615,418513,418821,415949,423128,455179,428769,0
422615,402359,420923,410462,433641,461538,405744,460872,418872,418923,415744,42241,454667,427949,0
42359,403385,421436,411385,434154,461641,405949,460923,418667,419538,416359,422769,455231,428615,0
4240,403641,4220,412154,433744,461897,405538,460872,418359,419436,416513,423385,455897,429385,0
4240,403231,421897,411846,433641,461897,405385,460205,417282,419077,41641,423333,4560,429692,0
4240,403179,421744,411026,434051,46159,405282,459436,416462,418872,416615,423077,455795,429487,0
423846,403282,42159,410923,433897,461692,405128,459179,416923,418667,416308,422974,455487,428974,0
424051,403538,421692,411487,433538,461744,405179,459538,417949,419026,4160,423026,455641,429487,0
424667,403846,422564,412051,433436,460821,405333,459795,418462,420154,416974,423538,456205,430615,0
425487,403897,423333,412154,433231,46041,405487,460205,418667,420359,41759,424308,456667,430769,0
426051,403641,423436,412205,433487,461385,405795,460564,418667,419846,417231,424769,456718,430769,0
425641,403179,42359,412103,433641,461795,406205,460718,419077,420103,416821,425026,456256,430718,0
424769,402718,423487,411846,433385,461641,406256,460872,419077,420051,416769,424769,455487,429897,0
424615,402513,423282,411846,433846,46241,406308,461026,418154,419077,416359,423949,454872,429231,0
424564,40241,423385,411744,434103,462974,406615,461385,418051,418308,415795,423846,454564,428974,0
424103,402154,423333,411282,433487,462308,406308,461179,418051,418359,416051,423949,454769,428821,0
424154,402308,423077,411385,433385,461846,40559,460359,417897,418821,416564,423692,455487,429282,0
424667,403026,423077,4120,433897,4620,405436,460308,418718,419487,416974,423949,456154,430154,0
425231,403641,423231,412359,433692,4620,405538,460564,418923,420205,417436,424667,456923,430564,0
425231,403333,423282,412308,433436,461641,405282,460051,417949,420359,41759,424564,457282,430513,0
42441,402718,422923,411795,433692,461385,404923,459641,417949,4200,416923,42359,456821,429692,0
42359,402256,421897,410872,433333,461538,404769,459744,418103,419385,4160,422769,455949,428462,0
423333,401846,421282,410769,432769,461538,405026,459385,417128,418769,415641,422615,455179,428308,0
423487,402154,42159,411795,432872,461333,405026,45959,417026,418462,415641,422923,455179,429077,0
424205,403179,421795,412359,433077,461333,404462,4600,417487,418769,415846,422974,455846,429436,0
424718,403333,421744,412103,432974,461436,40441,459744,4180,419538,41641,422872,456615,429385,0
424051,402513,421692,4120,432923,46159,404821,4600,418667,420103,417077,423333,456821,429487,0
423692,40241,4220,412256,433231,461795,405077,460359,418513,420205,417026,423897,456769,429692,0
424513,402718,422769,412256,433641,461846,405436,460205,417949,419641,416308,423744,45641,429744,0
424923,402667,423282,412667,433641,461795,405897,46041,418103,419333,416154,423436,456103,430154,0
425077,402872,423385,413128,433487,461897,405949,460974,418872,420256,416872,424051,456564,430821,0
425487,402872,423333,412769,433487,462051,40559,460974,419282,421077,41759,424872,457436,431179,0
425179,402462,423179,412462,433231,461846,404872,460615,418718,420513,417487,424923,457692,430667,0
424615,402462,423231,412667,432769,461385,404615,459897,417641,419846,416872,424205,457231,429897,0
425026,403179,42359,412769,432974,461436,405128,459846,418154,420051,416615,423949,457128,430103,0
425744,403333,42359,412718,433744,461949,405385,460769,419282,420718,416718,424513,457231,430615,0
425641,402615,423385,412615,434103,461949,405077,46041,418615,420308,41641,424462,457128,43041,0
425026,402513,423231,412359,433949,461487,404923,459026,417179,419282,4160,423231,456872,4300,0
424564,402667,422821,412051,433641,461282,405077,459282,417436,419077,416154,422821,456513,429692,0
424667,402256,422718,411795,433487,461487,40559,460974,419538,419795,416718,423795,456462,429641,0
425128,402359,422923,411692,433846,461641,40641,461538,420359,420718,41759,424462,457436,430359,0
425385,403333,422974,411846,434513,461692,406821,461231,419385,421333,418462,424769,45841,431231,0
425333,403231,422923,411538,434359,461795,406667,461077,418564,421436,418256,424872,458205,430872,0
425333,402615,422974,410974,433949,461487,406769,460667,418256,421026,417641,424667,45759,430308,0
42559,403077,423077,41159,434256,461538,407231,460667,418769,420769,418154,424923,457538,431333,0
425897,403436,423282,412051,434769,462513,407436,461641,419538,421128,418513,425179,4580,432051,0
4260,403026,422974,411026,434564,462718,406872,461795,419179,421231,418308,424718,458154,431385,0
42641,403231,422769,410923,434462,461846,406051,461077,419077,421231,418821,424923,458256,431641,0
427179,404051,423487,412103,434974,461692,406462,461538,420051,421846,418974,425949,458564,432615,0
427231,404154,424205,412615,435077,462256,407231,462103,419897,422462,418615,425744,458821,432564,0
427026,4040,42441,412103,434667,462154,406923,461077,419128,4220,418974,425179,458872,432103,0
426872,403538,423795,411282,434615,461897,406615,460308,419282,421436,418974,425077,458667,432154,0
426513,402974,423333,410821,434667,462103,407128,460821,419179,421436,417949,424872,458154,432103,0
426718,403385,424051,411333,434359,461795,407077,461179,418615,421282,418051,424821,458205,432103,0
427231,404051,424923,412051,434462,461436,406462,460872,418667,420872,419077,425282,458769,432462,0
427282,403949,424769,4120,434872,46159,406359,460821,419231,420718,418821,425385,458564,432513,0
427538,404154,424718,412256,434923,461692,406718,461026,419385,421179,418256,425179,458615,432718,0
427692,404462,424923,412308,434667,461692,406923,460718,418667,421795,418564,425231,459231,432872,0
426769,40359,424308,411795,434462,461897,407179,460564,418769,421487,418923,425231,458769,432154,0
426256,403026,423897,411846,434462,461897,407436,461077,419795,421026,418821,425231,4580,431846,0
426564,403641,424462,412256,434359,461436,407385,460718,419026,421077,418359,425077,458359,43241,0
42641,403436,424359,411744,434051,461231,406462,459846,417487,420923,418051,424667,458359,43241,0
42641,402821,423436,411333,434051,461385,405692,460103,418308,420513,418103,424821,457897,432308,0
427128,403385,42359,411846,434359,461487,406205,461179,419795,420615,418359,425282,458359,433128,0
427333,403897,424513,412513,434513,461641,406462,461436,419026,420923,418205,42559,458718,433333,0
427128,403436,424667,412256,434205,461692,405846,460667,417897,42041,418154,425641,458308,432667,0
427179,403128,424564,411897,433538,461487,405897,460256,418154,420051,418205,425436,4580,432667,0
427026,402923,424564,4120,433333,460923,406154,460256,417897,420256,417487,424974,457538,432205,0
426667,402359,424359,412103,433487,460256,40559,459436,417231,419897,417128,424513,457333,431538,0
426821,402462,424564,412103,433385,459897,405487,458872,41759,419744,417795,424564,457795,432256,0
427385,403282,424974,412051,43359,460051,405897,459846,418359,420051,4180,425385,458154,433385,0
427846,403282,425077,412051,433846,460615,406256,460872,418308,419949,417846,426154,458154,433128,0
427949,402718,424974,412103,433538,460564,406308,460513,417846,420103,418256,425692,458256,432564,0
427641,402769,424821,411795,433436,460308,4060,459744,41759,420154,418462,425128,458205,432615,0
427385,402615,42441,411128,433846,460872,405949,4600,4180,419949,418308,425333,458205,432667,0
426872,401744,423692,410615,433692,461487,406308,460513,418256,420103,417897,425231,457846,431897,0
426051,401641,423179,410615,433282,461179,406051,460154,4180,420205,416974,42441,456872,431179,0
426256,403026,423077,410769,433436,46041,405231,459436,417436,419179,416513,4240,45641,431538,0
426769,403897,423077,411077,433692,460051,404667,459179,416974,418667,416615,424051,456205,431744,0
426872,403487,422923,41159,433744,460103,404821,459538,417487,419385,416564,424205,455846,431385,0
427077,403744,423282,412256,433795,460359,405282,460103,418256,420359,417077,424769,456667,432051,0
427128,404308,42359,412205,433641,460564,405692,459744,417538,420154,417846,424923,457282,432308,0
426615,403487,423026,410872,433128,460359,405949,459641,417077,418923,417179,4240,456103,430923,0
426103,402615,422718,410564,433231,460256,406205,460667,418205,418974,416462,423487,455641,430513,0
426154,403026,423128,411436,43359,460359,406308,460718,418205,419949,416872,424103,45641,431744,0
426462,403282,423282,411179,433436,46041,406051,459641,417385,419795,417179,424564,456308,4320,0
426769,402821,423744,410667,433282,460256,405692,459949,417436,419282,416821,424615,455846,431333,0
426769,402615,424205,411128,433385,460308,405795,460205,416821,418821,416513,424513,45559,431128,0
42641,402667,423846,411231,433231,460359,405949,458974,416103,418308,416359,4240,455128,431077,0
42641,402821,423641,410821,433026,460103,405744,458872,416923,418564,416462,424308,455231,431026,0
426821,402923,423949,411077,433128,459897,405538,460154,417846,419128,416974,425231,455949,431436,0
426718,402564,423897,411231,433077,460359,4060,460513,417846,419282,416872,424974,455795,431538,0
426308,402256,42359,410821,432974,460923,406667,460205,417897,419333,416513,424513,455385,431487,0
426462,402308,42359,410769,433026,460718,406769,460769,418205,419641,417179,424872,455949,431744,0
426718,402462,423641,411077,433026,4600,406769,461333,418256,419795,417949,425077,456462,431846,0
426667,402615,423795,410923,433128,459949,407077,461077,417692,419333,417487,425026,4560,432051,0
426513,402564,423897,410718,433077,460923,407333,461282,417846,419077,417282,425231,455897,431846,0
426256,402308,42359,411487,433077,461128,407231,461897,418667,419641,417744,425128,456359,431179,0
42641,402513,423744,412256,433333,460308,407026,46159,41841,419897,417436,424769,456205,431385,0
427179,403179,42441,412103,433333,460308,406872,461385,418256,419692,417282,424872,456308,432359,0
427333,403282,424872,412103,433179,461128,406564,461846,419077,419692,41759,425385,456872,432256,0
426872,402872,424615,412359,433333,461282,406513,461744,418667,419436,417538,425333,456615,431692,0
